,Cast Number,Scan,Station,Depth,Salinity,Temperature,Sigma Theta Density,O2 SB 43 mg/L,O2 % Saturation,Corrected Chlorophyll,Turbidity (SCUFA),Decent Rate
3942,23,281766,PR503,3.443,28.3812,21.6927,19.2802,3.1803,42.658,3.8869,0.3974,0.266
3943,23,281767,PR503,3.49,28.4582,21.6674,19.3454,3.1327,42.019,3.4266,0.3939,0.268
3944,23,281768,PR503,3.536,28.4751,21.6308,19.368,3.0871,41.384,3.1877,0.3991,0.273
3945,23,281769,PR503,3.578,28.5011,21.6097,19.3934,3.0432,40.787,3.2452,0.4007,0.279
3946,23,281770,PR503,3.623,28.561,21.5981,19.4419,3.0021,40.241,3.2825,0.4081,0.281
3947,23,281771,PR503,3.675,28.6036,21.5763,19.48,2.9688,39.789,3.4171,0.3995,0.278
3948,23,281772,PR503,3.731,28.653,21.5515,19.524,2.9382,39.372,3.3653,0.3952,0.275
3949,23,281773,PR503,3.781,28.6932,21.5276,19.5609,2.911,39.0,3.3327,0.4039,0.273
3950,23,281774,PR503,3.822,28.7318,21.5025,19.5968,2.8848,38.64,3.4368,0.3984,0.27
3951,23,281775,PR503,3.861,28.7636,21.4801,19.627,2.861,38.313,3.4404,0.3987,0.27
3952,23,281776,PR503,3.904,28.7929,21.4632,19.6537,2.8376,37.994,3.4797,0.4035,0.273
3953,23,281777,PR503,3.951,28.811,21.4487,19.6713,2.8131,37.661,3.5201,0.3989,0.278
3954,23,281778,PR503,4.001,28.8443,21.4367,19.6997,2.7914,37.37,3.5367,0.4013,0.282
3955,23,281779,PR503,4.058,28.904,21.4191,19.7497,2.7699,37.083,3.4914,0.4069,0.286
3956,23,281780,PR503,4.112,28.9271,21.3917,19.7745,2.7514,36.821,3.5038,0.3982,0.288
3957,23,281781,PR503,4.153,28.9168,21.3687,19.7728,2.7314,36.536,3.5873,0.396,0.284
3958,23,281782,PR503,4.194,28.954,21.3643,19.8022,2.71,36.255,3.5055,0.3968,0.278
3959,23,281783,PR503,4.249,29.0478,21.3509,19.8769,2.6874,35.963,3.3506,0.4005,0.275
3960,23,281784,PR503,4.3,29.0952,21.3016,19.926,2.6619,35.601,3.1972,0.4044,0.276
3961,23,281785,PR503,4.339,29.12,21.26,19.9558,2.6337,35.202,3.1626,0.3952,0.278
3962,23,281786,PR503,4.385,29.1907,21.239,20.0151,2.6033,34.796,3.2355,0.3989,0.278
3963,23,281787,PR503,4.439,29.2462,21.2044,20.0663,2.5694,34.333,3.1323,0.3997,0.276
3964,23,281788,PR503,4.487,29.2489,21.1683,20.078,2.5329,33.823,2.966,0.3942,0.279
3965,23,281789,PR503,4.532,29.2695,21.1557,20.0969,2.4979,33.353,2.857,0.396,0.283
3966,23,281790,PR503,4.577,29.3125,21.1517,20.1306,2.4677,32.955,2.8845,0.3943,0.279
3967,23,281791,PR503,4.627,29.3872,21.135,20.1917,2.4415,32.609,2.8295,0.3997,0.268
3968,23,281792,PR503,4.679,29.452,21.1005,20.25,2.4207,32.324,2.5212,0.3958,0.258
3969,23,281793,PR503,4.727,29.4833,21.064,20.2834,2.404,32.085,2.4715,0.3926,0.251
3970,23,281794,PR503,4.764,29.5274,21.0381,20.3238,2.3904,31.897,2.4498,0.4037,0.245
3971,23,281795,PR503,4.796,29.5616,21.0174,20.3552,2.3808,31.763,2.3085,0.4014,0.242
3972,23,281796,PR503,4.834,29.587,21.0002,20.379,2.3706,31.622,2.2341,0.3953,0.244
3973,23,281797,PR503,4.878,29.6075,20.9865,20.3982,2.3625,31.509,2.1798,0.4016,0.253
3974,23,281798,PR503,4.924,29.6338,20.9745,20.4214,2.357,31.435,2.1921,0.4065,0.264
3975,23,281799,PR503,4.972,29.6594,20.9589,20.4449,2.352,31.363,2.1979,0.4053,0.265
3976,23,281800,PR503,5.022,29.6859,20.9402,20.4699,2.3472,31.293,2.1219,0.3999,0.259
3977,23,281801,PR503,5.073,29.71,20.922,20.493,2.3408,31.202,2.0782,0.4004,0.257
3978,23,281802,PR503,5.114,29.73,20.9049,20.5127,2.3327,31.089,2.1137,0.4017,0.259
3979,23,281803,PR503,5.143,29.7413,20.8906,20.5251,2.3243,30.97,2.1009,0.3951,0.265
3980,23,281804,PR503,5.18,29.7793,20.8828,20.556,2.3178,30.887,2.058,0.3987,0.272
3981,23,281805,PR503,5.236,29.8389,20.8669,20.6055,2.3129,30.822,2.0339,0.3971,0.278
3982,23,281806,PR503,5.294,29.8476,20.8357,20.6202,2.305,30.701,1.96,0.4004,0.287
3983,23,281807,PR503,5.35,29.8599,20.8193,20.6339,2.2982,30.604,1.8481,0.3978,0.298
3984,23,281808,PR503,5.399,29.8911,20.8133,20.6592,2.2918,30.52,1.8789,0.3937,0.303
3985,23,281809,PR503,5.441,29.902,20.7998,20.671,2.2855,30.432,1.8789,0.3893,0.299
3986,23,281810,PR503,5.488,29.9276,20.7886,20.6934,2.2833,30.4,1.8028,0.4066,0.29
3987,23,281811,PR503,5.547,29.9612,20.7791,20.7214,2.2776,30.326,1.787,0.4305,0.283
3988,23,281812,PR503,5.604,29.9612,20.7691,20.7241,2.2692,30.208,1.7381,0.405,0.279
3989,23,281813,PR503,5.649,29.9664,20.764,20.7293,2.2623,30.114,1.6592,0.3963,0.276
3990,23,281814,PR503,5.686,29.9797,20.7619,20.74,2.2549,30.017,1.6118,0.3927,0.272
3991,23,281815,PR503,5.728,29.9833,20.7597,20.7433,2.2435,29.864,1.5898,0.3933,0.268
3992,23,281816,PR503,5.775,29.9892,20.7566,20.7486,2.2306,29.692,1.6088,0.3956,0.27
3993,23,281817,PR503,5.823,29.9955,20.7526,20.7544,2.2175,29.517,1.583,0.3864,0.276
3994,23,281818,PR503,5.872,30.0045,20.748,20.7625,2.206,29.362,1.5819,0.3949,0.284
3995,23,281819,PR503,5.922,30.0115,20.7424,20.7693,2.197,29.241,1.6593,0.398,0.292
3996,23,281820,PR503,5.973,30.0188,20.7374,20.7762,2.1881,29.121,1.6392,0.3955,0.297
3997,23,281821,PR503,6.021,30.0266,20.7327,20.7833,2.1815,29.032,1.5978,0.3916,0.298
3998,23,281822,PR503,6.072,30.0428,20.7281,20.7968,2.177,28.972,1.5529,0.3867,0.292
3999,23,281823,PR503,6.13,30.0596,20.7214,20.8113,2.1739,28.93,1.5449,0.392,0.285
4000,23,281824,PR503,6.184,30.0685,20.7096,20.8212,2.1701,28.875,1.5223,0.3948,0.279
4001,23,281825,PR503,6.225,30.0779,20.6996,20.831,2.1657,28.813,1.5071,0.3864,0.274
4002,23,281826,PR503,6.262,30.0876,20.6955,20.8394,2.1627,28.772,1.5379,0.3991,0.267
4003,23,281827,PR503,6.307,30.0952,20.6922,20.8461,2.1573,28.7,1.4739,0.405,0.259
4004,23,281828,PR503,6.357,30.1051,20.6843,20.8556,2.1528,28.638,1.4534,0.3922,0.261
4005,23,281829,PR503,6.403,30.116,20.6715,20.8673,2.1495,28.589,1.4855,0.4053,0.273
4006,23,281830,PR503,6.444,30.1277,20.6599,20.8792,2.1481,28.566,1.4793,0.4049,0.283
4007,23,281831,PR503,6.486,30.1397,20.6485,20.8913,2.15,28.588,1.4638,0.4023,0.284
4008,23,281832,PR503,6.542,30.1554,20.6365,20.9064,2.1516,28.605,1.458,0.4342,0.277
4009,23,281833,PR503,6.602,30.1707,20.6225,20.9217,2.1545,28.64,1.4592,0.4559,0.266
4010,23,281834,PR503,6.653,30.1801,20.6079,20.9326,2.1569,28.665,1.4545,0.4595,0.259
4011,23,281835,PR503,6.689,30.1888,20.6005,20.9412,2.1593,28.694,1.4368,0.4426,0.256
4012,23,281836,PR503,6.718,30.1959,20.5951,20.948,2.1629,28.741,1.4334,0.4122,0.253
4013,23,281837,PR503,6.752,30.1994,20.5906,20.9519,2.1644,28.759,1.4132,0.3969,0.256
4014,23,281838,PR503,6.8,30.2015,20.5891,20.9538,2.1665,28.787,1.37,0.3969,0.264
4015,23,281839,PR503,6.858,30.204,20.5875,20.9562,2.1681,28.807,1.3553,0.396,0.273
4016,23,281840,PR503,6.912,30.2062,20.585,20.9585,2.1698,28.828,1.3344,0.3947,0.282
4017,23,281841,PR503,6.96,30.2091,20.5814,20.9617,2.1714,28.849,1.3027,0.4082,0.287
4018,23,281842,PR503,7.003,30.2147,20.5777,20.9669,2.1717,28.851,1.3093,0.389,0.287
4019,23,281843,PR503,7.044,30.2182,20.5751,20.9702,2.1728,28.866,1.3131,0.409,0.284
4020,23,281844,PR503,7.094,30.2271,20.5732,20.9775,2.1713,28.846,1.3185,0.445,0.281
4021,23,281845,PR503,7.15,30.2421,20.5674,20.9904,2.1712,28.844,1.3402,0.4026,0.28
4022,23,281846,PR503,7.204,30.252,20.5554,21.001,2.1712,28.839,1.2913,0.3904,0.278
4023,23,281847,PR503,7.249,30.2637,20.5462,21.0124,2.17,28.82,1.2472,0.3986,0.275
4024,23,281848,PR503,7.289,30.2834,20.5395,21.0291,2.1687,28.803,1.2462,0.3989,0.273
4025,23,281849,PR503,7.333,30.3037,20.5279,21.0475,2.1679,28.79,1.2641,0.4094,0.273
4026,23,281850,PR503,7.378,30.3186,20.5136,21.0626,2.1688,28.797,1.2392,0.3985,0.277
4027,23,281851,PR503,7.425,30.3382,20.5022,21.0804,2.1676,28.779,1.1839,0.406,0.281
4028,23,281852,PR503,7.479,30.3642,20.4887,21.1038,2.168,28.781,1.1683,0.4454,0.284
4029,23,281853,PR503,7.534,30.3876,20.4685,21.1268,2.1716,28.821,1.1615,0.4531,0.283
4030,23,281854,PR503,7.582,30.4097,20.4486,21.1488,2.1731,28.835,1.2377,0.4482,0.276
4031,23,281855,PR503,7.624,30.4285,20.4307,21.1677,2.1746,28.848,1.2805,0.4483,0.264
4032,23,281856,PR503,7.67,30.4447,20.4152,21.1841,2.1802,28.918,1.226,0.4434,0.254
4033,23,281857,PR503,7.714,30.458,20.4024,21.1976,2.1859,28.989,1.2124,0.4575,0.253
4034,23,281858,PR503,7.752,30.4673,20.3918,21.2074,2.1897,29.034,1.199,0.4468,0.26
4035,23,281859,PR503,7.787,30.4754,20.3839,21.2156,2.1919,29.06,1.1804,0.4471,0.265
4036,23,281860,PR503,7.833,30.4798,20.379,21.2202,2.1925,29.066,1.1966,0.4959,0.261
4037,23,281861,PR503,7.892,30.4846,20.3747,21.225,2.1914,29.051,1.2346,0.5155,0.255
4038,23,281862,PR503,7.947,30.4922,20.3663,21.233,2.1909,29.041,1.259,0.5426,0.254
4039,23,281863,PR503,7.985,30.4988,20.3577,21.2402,2.1876,28.994,1.2699,0.5691,0.256
4040,23,281864,PR503,8.011,30.5035,20.3527,21.245,2.1839,28.944,1.2753,0.5602,0.253
4041,23,281865,PR503,8.047,30.5076,20.3485,21.2493,2.182,28.917,1.2911,0.5601,0.245
4042,23,281866,PR503,8.098,30.5109,20.3454,21.2526,2.1768,28.847,1.297,0.5531,0.238
4043,23,281867,PR503,8.152,30.5139,20.3427,21.2556,2.1734,28.801,1.303,0.5528,0.237
4044,23,281868,PR503,8.198,30.5171,20.3392,21.2589,2.1695,28.747,1.3404,0.6059,0.239
4045,23,281869,PR503,8.229,30.5218,20.3365,21.2632,2.1675,28.72,1.3552,0.6133,0.237
4046,23,281870,PR503,8.256,30.5264,20.3336,21.2675,2.1674,28.719,1.4077,0.563,0.231
4047,23,281871,PR503,8.293,30.5322,20.3309,21.2726,2.1651,28.687,1.4112,0.5551,0.224
4048,23,281872,PR503,8.34,30.542,20.3282,21.2808,2.1642,28.675,1.3238,0.5615,0.218
4049,23,281873,PR503,8.389,30.549,20.3225,21.2875,2.1665,28.705,1.2886,0.5582,0.214
4050,23,281874,PR503,8.426,30.5565,20.3157,21.295,2.169,28.735,1.2789,0.5689,0.207
4051,23,281875,PR503,8.454,30.5667,20.3096,21.3043,2.1718,28.771,1.2466,0.5581,0.2
4052,23,281876,PR503,8.48,30.5732,20.3035,21.3109,2.1758,28.822,1.2148,0.5167,0.199
4053,23,281877,PR503,8.507,30.5765,20.2991,21.3145,2.179,28.863,1.1797,0.507,0.21
4054,23,281878,PR503,8.541,30.5793,20.2973,21.3171,2.1828,28.911,1.1698,0.5052,0.228
4055,23,281879,PR503,8.583,30.5824,20.2965,21.3197,2.188,28.981,1.1974,0.5092,0.246
4056,23,281880,PR503,8.634,30.5879,20.2945,21.3244,2.1909,29.019,1.1945,0.512,0.26
4057,23,281881,PR503,8.69,30.5985,20.2884,21.3341,2.1924,29.037,1.2031,0.5018,0.272
4058,23,281882,PR503,8.738,30.6075,20.2784,21.3435,2.1961,29.083,1.2359,0.5055,0.282
4059,23,281883,PR503,8.775,30.6154,20.2708,21.3515,2.1975,29.099,1.2211,0.5008,0.288
4060,23,281884,PR503,8.82,30.6222,20.2655,21.358,2.197,29.091,1.1905,0.5109,0.29
4061,23,281885,PR503,8.875,30.6335,20.2599,21.3681,2.198,29.102,1.2015,0.5513,0.29
4062,23,281886,PR503,8.932,30.6493,20.2504,21.3825,2.1993,29.117,1.2073,0.5606,0.291
4063,23,281887,PR503,8.986,30.6597,20.2382,21.3937,2.2,29.122,1.1818,0.5608,0.292
4064,23,281888,PR503,9.035,30.6823,20.2279,21.4135,2.1992,29.11,1.1906,0.5641,0.288
4065,23,281889,PR503,9.078,30.7139,20.2099,21.4422,2.2004,29.122,1.2029,0.5599,0.277
4066,23,281890,PR503,9.122,30.7415,20.1844,21.4698,2.2032,29.149,1.1922,0.5594,0.262
4067,23,281891,PR503,9.17,30.7633,20.1618,21.4922,2.2013,29.116,1.1819,0.5645,0.251
4068,23,281892,PR503,9.218,30.7773,20.1451,21.5072,2.2018,29.116,1.1926,0.6055,0.249
4069,23,281893,PR503,9.256,30.7913,20.134,21.5207,2.2063,29.172,1.1995,0.6154,0.253
4070,23,281894,PR503,9.287,30.8044,20.1238,21.5333,2.21,29.218,1.2173,0.6203,0.252
4071,23,281895,PR503,9.328,30.8151,20.1132,21.5442,2.2095,29.207,1.2381,0.6123,0.243
4072,23,281896,PR503,9.383,30.8311,20.1047,21.5586,2.2114,29.231,1.1984,0.6155,0.232
4073,23,281897,PR503,9.435,30.8456,20.0923,21.5728,2.2155,29.281,1.1785,0.6584,0.226
4074,23,281898,PR503,9.469,30.863,20.0782,21.5897,2.218,29.309,1.1955,0.6301,0.222
4075,23,281899,PR503,9.492,30.883,20.0646,21.6084,2.223,29.371,1.2019,0.6151,0.214
4076,23,281900,PR503,9.52,30.8947,20.0512,21.6208,2.2291,29.447,1.1977,0.6156,0.207
4077,23,281901,PR503,9.558,30.9061,20.0429,21.6316,2.235,29.522,1.1799,0.6134,0.209
4078,23,281902,PR503,9.599,30.9132,20.0362,21.6387,2.2437,29.634,1.1761,0.6115,0.222
4079,23,281903,PR503,9.64,30.9195,20.0308,21.6449,2.253,29.755,1.1777,0.618,0.238
4080,23,281904,PR503,9.678,30.9279,20.0267,21.6524,2.2608,29.857,1.1558,0.6118,0.247
4081,23,281905,PR503,9.721,30.9374,20.0202,21.6613,2.2722,30.006,1.1349,0.5608,0.247
4082,23,281906,PR503,9.768,30.947,20.0125,21.6706,2.284,30.16,1.1261,0.555,0.243
4083,23,281907,PR503,9.816,30.9566,20.0052,21.6798,2.2922,30.265,1.1162,0.5575,0.241
4084,23,281908,PR503,9.857,30.968,19.9973,21.6905,2.2991,30.354,1.1356,0.5544,0.245
4085,23,281909,PR503,9.89,30.9786,19.9882,21.7009,2.3085,30.475,1.1512,0.5556,0.251
4086,23,281910,PR503,9.922,30.9899,19.9799,21.7116,2.3188,30.608,1.1135,0.5658,0.257
4087,23,281911,PR503,9.969,30.9973,19.9737,21.7189,2.3262,30.704,1.0892,0.5644,0.26
4088,23,281912,PR503,10.025,31.0038,19.9684,21.7252,2.3351,30.819,1.092,0.5475,0.261
4089,23,281913,PR503,10.079,31.0111,19.962,21.7324,2.3467,30.97,1.0892,0.5609,0.259
4090,23,281914,PR503,10.125,31.0171,19.9558,21.7385,2.3579,31.115,1.0695,0.5608,0.249
4091,23,281915,PR503,10.163,31.0241,19.9506,21.7452,2.3708,31.284,1.0958,0.5541,0.233
4092,23,281916,PR503,10.194,31.0293,19.9455,21.7505,2.3809,31.415,1.1496,0.5596,0.216
4093,23,281917,PR503,10.228,31.0326,19.9423,21.7539,2.3907,31.543,1.1113,0.5637,0.207
4094,23,281918,PR503,10.262,31.0358,19.9405,21.7567,2.4014,31.683,1.0697,0.5683,0.21
4095,23,281919,PR503,10.296,31.0385,19.9384,21.7593,2.4089,31.783,1.0692,0.5701,0.221
4096,23,281920,PR503,10.331,31.0402,19.9365,21.7611,2.4169,31.887,1.0705,0.5615,0.234
4097,23,281921,PR503,10.372,31.0423,19.9346,21.7632,2.4238,31.977,1.089,0.5627,0.24
4098,23,281922,PR503,10.421,31.0456,19.9323,21.7663,2.4298,32.055,1.1135,0.5653,0.242
4099,23,281923,PR503,10.471,31.0495,19.9294,21.77,2.4354,32.129,1.1047,0.5647,0.242
4100,23,281924,PR503,10.512,31.0522,19.9264,21.7728,2.4411,32.202,1.0624,0.5635,0.242
4101,23,281925,PR503,10.546,31.0546,19.9237,21.7754,2.4457,32.262,1.0651,0.5086,0.238
4102,23,281926,PR503,10.58,31.0577,19.9219,21.7782,2.4491,32.306,1.0742,0.5164,0.231
4103,23,281927,PR503,10.621,31.0589,19.921,21.7793,2.4555,32.391,1.0511,0.5537,0.227
4104,23,281928,PR503,10.666,31.0602,19.9208,21.7804,2.4592,32.44,1.0109,0.5107,0.229
4105,23,281929,PR503,10.706,31.0624,19.9205,21.7822,2.4636,32.498,1.0154,0.5019,0.235
4106,23,281930,PR503,10.741,31.0627,19.9193,21.7827,2.4706,32.589,1.0584,0.5097,0.235
4107,23,281931,PR503,10.779,31.0644,19.9182,21.7843,2.4757,32.656,1.0675,0.5044,0.23
4108,23,281932,PR503,10.824,31.0677,19.9172,21.787,2.4822,32.743,1.0508,0.5021,0.224
4109,23,281933,PR503,10.866,31.0695,19.9159,21.7887,2.4858,32.79,1.0417,0.4962,0.224
4110,23,281934,PR503,10.901,31.0709,19.9139,21.7903,2.4909,32.855,1.0659,0.5051,0.229
4111,23,281935,PR503,10.933,31.0734,19.9115,21.7928,2.4967,32.931,1.0569,0.5074,0.235
4112,23,281936,PR503,10.968,31.0758,19.9093,21.7952,2.5018,32.997,1.0321,0.5064,0.237
4113,23,281937,PR503,11.013,31.0781,19.9076,21.7974,2.5056,33.047,1.0332,0.5063,0.238
4114,23,281938,PR503,11.064,31.0835,19.9057,21.802,2.5073,33.069,1.0555,0.5043,0.244
4115,23,281939,PR503,11.111,31.0877,19.9019,21.8062,2.5115,33.123,1.0679,0.5088,0.252
4116,23,281940,PR503,11.147,31.092,19.8978,21.8105,2.5167,33.19,1.0554,0.4974,0.26
4117,23,281941,PR503,11.181,31.098,19.8941,21.816,2.5221,33.26,1.0477,0.4991,0.259
4118,23,281942,PR503,11.227,31.1013,19.891,21.8193,2.5273,33.328,1.0359,0.5101,0.254
4119,23,281943,PR503,11.282,31.1043,19.8887,21.8223,2.5323,33.393,1.0532,0.5098,0.25
4120,23,281944,PR503,11.334,31.1082,19.8856,21.826,2.5388,33.477,1.0638,0.5092,0.252
4121,23,281945,PR503,11.371,31.1121,19.8823,21.8298,2.545,33.557,1.0306,0.5042,0.256
4122,23,281946,PR503,11.402,31.1162,19.8792,21.8337,2.5524,33.654,1.0103,0.5028,0.256
4123,23,281947,PR503,11.44,31.1188,19.8767,21.8364,2.5571,33.714,1.0332,0.5109,0.253
4124,23,281948,PR503,11.49,31.1211,19.8753,21.8385,2.559,33.74,1.0552,0.5104,0.252
4125,23,281949,PR503,11.544,31.1242,19.874,21.8412,2.563,33.792,1.0387,0.5001,0.258
4126,23,281950,PR503,11.592,31.1271,19.8715,21.844,2.5672,33.847,1.0046,0.5108,0.269
4127,23,281951,PR503,11.629,31.1305,19.8684,21.8474,2.5733,33.926,1.0408,0.5133,0.278
4128,23,281952,PR503,11.665,31.1357,19.8655,21.8521,2.5784,33.992,1.0831,0.5068,0.284
4129,23,281953,PR503,11.715,31.1399,19.8637,21.8558,2.5838,34.063,1.0165,0.5028,0.288
4130,23,281954,PR503,11.776,31.1436,19.8615,21.8591,2.588,34.118,0.9668,0.502,0.293
4131,23,281955,PR503,11.836,31.1475,19.858,21.863,2.5927,34.178,0.952,0.5012,0.302
4132,23,281956,PR503,11.887,31.15,19.8553,21.8657,2.5991,34.262,0.9481,0.4973,0.312
4133,23,281957,PR503,11.931,31.1529,19.8533,21.8683,2.6055,34.345,0.9742,0.5069,0.318
4134,23,281958,PR503,11.977,31.1555,19.8515,21.8708,2.6109,34.416,0.9701,0.5054,0.318
4135,23,281959,PR503,12.034,31.1588,19.8503,21.8736,2.6126,34.438,0.9677,0.4991,0.314
4136,23,281960,PR503,12.101,31.1636,19.8471,21.8781,2.6176,34.503,1.0122,0.4954,0.308
4137,23,281961,PR503,12.165,31.1679,19.8416,21.8828,2.6249,34.597,1.057,0.5003,0.298
4138,23,281962,PR503,12.213,31.1704,19.8384,21.8855,2.6303,34.667,1.0077,0.5092,0.285
4139,23,281963,PR503,12.25,31.1717,19.8374,21.8867,2.6348,34.725,0.9829,0.5071,0.269
4140,23,281964,PR503,12.287,31.1736,19.8364,21.8884,2.6393,34.784,1.0192,0.5029,0.257
4141,23,281965,PR503,12.328,31.1755,19.8354,21.8902,2.6454,34.864,1.0001,0.5112,0.251
4142,23,281966,PR503,12.373,31.1774,19.834,21.892,2.6498,34.921,0.9809,0.4935,0.252
4143,23,281967,PR503,12.421,31.1794,19.8319,21.894,2.6524,34.954,1.0095,0.5088,0.253
4144,23,281968,PR503,12.469,31.181,19.8293,21.8959,2.6554,34.993,1.0565,0.6089,0.243
4145,23,281969,PR503,12.51,31.1834,19.8259,21.8986,2.6569,35.012,1.0816,0.6571,0.216
4146,23,281970,PR503,12.551,31.1868,19.8219,21.9022,2.6585,35.031,1.0973,0.659,0.179
4147,23,281971,PR503,12.587,31.1893,19.8187,21.905,2.6599,35.047,1.1239,0.671,0.137
4148,23,281972,PR503,12.605,31.1924,19.8158,21.908,2.6585,35.028,1.1833,0.6583,0.097
4149,23,281973,PR503,12.605,31.1955,19.8138,21.911,2.6569,35.006,1.1852,0.6588,0.063
4150,23,281974,PR503,12.607,31.195,19.8136,21.9106,2.6566,35.002,1.2407,0.6771,0.034
4151,23,281975,PR503,12.61,31.1959,19.8135,21.9113,2.6558,34.991,1.3215,0.6679,0.012
4152,23,281976,PR503,12.612,31.1959,19.8142,21.9112,2.6551,34.982,1.2931,0.6701,-0.011
4153,24,282309,4PB10,0.727,23.0273,22.5383,15.0054,6.2017,81.879,12.848,0.4536,0.031
4154,24,282310,4PB10,0.739,23.0155,22.5347,14.9975,6.2079,81.95,12.9004,0.4455,0.11
4155,24,282311,4PB10,0.779,23.0346,22.5317,15.0127,6.2114,82.0,12.6011,0.4538,0.188
4156,24,282312,4PB10,0.839,23.0592,22.5326,15.0311,6.2155,82.069,12.2295,0.4561,0.248
4157,24,282313,4PB10,0.893,23.0648,22.5363,15.0343,6.2198,82.133,12.0003,0.4395,0.282
4158,24,282314,4PB10,0.939,23.0843,22.5394,15.0482,6.221,82.163,12.0911,0.4485,0.296
4159,24,282315,4PB10,0.991,23.1222,22.5429,15.0758,6.2207,82.182,12.0931,0.4481,0.298
4160,24,282316,4PB10,1.044,23.1232,22.5473,15.0754,6.2232,82.222,12.0846,0.4175,0.299
4161,24,282317,4PB10,1.09,23.1426,22.5508,15.0891,6.2213,82.211,12.0823,0.4316,0.3
4162,24,282318,4PB10,1.138,23.155,22.5538,15.0977,6.221,82.218,12.048,0.4111,0.3
4163,24,282319,4PB10,1.197,23.2152,22.5571,15.1422,6.219,82.225,12.0496,0.3976,0.299
4164,24,282320,4PB10,1.254,23.2772,22.5608,15.188,6.2134,82.186,11.8991,0.4061,0.302
4165,24,282321,4PB10,1.301,23.3449,22.5636,15.2383,6.2071,82.138,11.7845,0.3973,0.307
4166,24,282322,4PB10,1.344,23.246,22.5645,15.1634,6.2064,82.085,11.7919,0.4022,0.308
4167,24,282323,4PB10,1.397,23.6824,22.5648,15.4928,6.1821,81.97,11.6969,0.3999,0.308
4168,24,282324,4PB10,1.46,24.7314,22.5555,16.2873,6.126,81.708,11.5555,0.3936,0.316
4169,24,282325,4PB10,1.513,24.726,22.5484,16.2851,6.0933,81.259,11.5079,0.4003,0.331
4170,24,282326,4PB10,1.563,24.8759,22.5549,16.3966,6.0427,80.663,11.3091,0.4013,0.348
4171,24,282327,4PB10,1.62,25.6292,22.5919,16.9556,5.9507,79.837,10.9453,0.3958,0.356
4172,24,282328,4PB10,1.687,25.8919,22.6749,17.1314,5.8376,78.555,10.1731,0.3975,0.352
4173,24,282329,4PB10,1.757,26.0925,22.7464,17.2634,5.703,76.932,9.0629,0.4023,0.334
4174,24,282330,4PB10,1.826,26.1948,22.7853,17.3301,5.5696,75.23,8.5977,0.3995,0.305
4175,24,282331,4PB10,1.884,26.2313,22.8083,17.3513,5.4324,73.422,8.3116,0.4011,0.271
4176,24,282332,4PB10,1.918,26.2405,22.8141,17.3567,5.2929,71.549,8.2,0.4004,0.237
4177,24,282333,4PB10,1.936,26.2192,22.8126,17.341,5.1631,69.783,8.6006,0.3937,0.212
4178,24,282334,4PB10,1.961,26.2624,22.8101,17.3743,5.0455,68.208,8.6888,0.3964,0.2
4179,24,282335,4PB10,1.996,26.3211,22.8048,17.4201,4.9482,66.908,8.4957,0.4004,0.206
4180,24,282336,4PB10,2.035,26.3957,22.7897,17.4806,4.8638,65.778,8.3059,0.405,0.226
4181,24,282337,4PB10,2.076,26.52,22.7602,17.5826,4.7891,64.781,8.2296,0.4037,0.248
4182,24,282338,4PB10,2.122,26.662,22.7088,17.704,4.7218,63.864,8.2513,0.4021,0.257
4183,24,282339,4PB10,2.172,26.7719,22.6436,17.8049,4.6539,62.912,8.2749,0.3973,0.254
4184,24,282340,4PB10,2.221,26.8721,22.5834,17.8971,4.5809,61.894,8.1796,0.3968,0.243
4185,24,282341,4PB10,2.266,26.9849,22.5289,17.9972,4.4999,60.78,7.9748,0.3964,0.229
4186,24,282342,4PB10,2.301,27.0282,22.4816,18.0429,4.4132,59.573,8.0608,0.3913,0.21
4187,24,282343,4PB10,2.328,27.0413,22.455,18.0601,4.3272,58.389,8.3136,0.39,0.188
4188,24,282344,4PB10,2.358,27.1609,22.4396,18.1547,4.2434,57.282,8.3105,0.398,0.173
4189,24,282345,4PB10,2.389,27.2206,22.4119,18.2074,4.1675,56.249,8.0673,0.3975,0.171
4190,24,282346,4PB10,2.414,27.2453,22.3843,18.2336,4.1001,55.32,7.9815,0.3807,0.183
4191,24,282347,4PB10,2.435,27.3081,22.3645,18.2865,4.0413,54.527,8.0492,0.3994,0.202
4192,24,282348,4PB10,2.468,27.3349,22.3451,18.312,3.9903,53.828,7.9415,0.3968,0.219
4193,24,282349,4PB10,2.513,27.3822,22.328,18.3524,3.9371,53.109,7.6908,0.3483,0.229
4194,24,282350,4PB10,2.565,27.4387,22.3068,18.4009,3.8879,52.443,7.6723,0.3531,0.233
4195,24,282351,4PB10,2.615,27.4836,22.2741,18.4438,3.8392,51.768,7.6847,0.3522,0.226
4196,24,282352,4PB10,2.654,27.5176,22.2268,18.4824,3.7876,51.039,7.7217,0.3463,0.208
4197,24,282353,4PB10,2.682,27.5477,22.1672,18.5213,3.7377,50.322,7.9863,0.3377,0.185
4198,24,282354,4PB10,2.706,27.5856,22.1056,18.5666,3.6904,49.641,8.0772,0.3531,0.167
4199,24,282355,4PB10,2.728,27.6194,22.0557,18.6057,3.6429,48.967,8.0012,0.3853,0.161
4200,24,282356,4PB10,2.751,27.6437,22.0206,18.6335,3.5912,48.248,7.7984,0.3591,0.17
